frame_number,timestamp_ms,frame_len,is_udp,is_rpl,is_ack,mac_src,mac_dst,mac_seq_number,mac_pan_id,mac_fcf,mac_frame_type,mac_security,mac_pending,mac_ack_req,mac_pan_id_comp,mac_dst_mode,mac_src_mode,mac_version,ip_src,ip_dst,udp_src_port,udp_dst_port,udp_len,payload_size,payload_hex,rpl_type,rpl_code,rpl_rank,rpl_version,rpl_instance_id,rpl_mop,rpl_dtsn,rpl_flags,rpl_dao_sequence,rpl_dodagid,label
100169,6166717,54,1,0,0,21,14,180,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303434,,,,,,,,,,0,0
100170,6166719,5,0,0,1,0,0,180,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100171,6166721,97,0,1,0,25,255,190,43981.0,55377,1,0,1,0,1,2,3,1,25,255,,,,,,155.0,1.0,263.0,240.0,30.0,16.0,248.0,0.0,,0,0
100172,6166756,54,1,0,0,14,21,19,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303434,,,,,,,,,,0,0
100173,6166774,54,1,0,0,14,21,19,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303434,,,,,,,,,,0,0
100174,6166821,54,1,0,0,14,21,19,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303434,,,,,,,,,,0,0
100175,6166823,5,0,0,1,0,0,19,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100176,6166963,25,0,0,0,25,255,191,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100177,6167205,25,0,0,0,26,255,230,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100178,6168318,54,1,0,0,18,14,136,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,21.0,13.0,69643d35207365713d31323237,,,,,,,,,,0,0
100179,6168320,5,0,0,1,0,0,136,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100180,6168383,54,1,0,0,14,18,20,43981.0,56417,1,0,0,1,1,3,3,1,14,18,9001.0,6001.0,21.0,13.0,69643d35207365713d31323237,,,,,,,,,,0,0
100181,6168385,5,0,0,1,0,0,20,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100182,6168388,54,1,0,0,20,14,141,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,21.0,13.0,69643d37207365713d31323334,,,,,,,,,,0,0
100183,6168390,5,0,0,1,0,0,141,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100184,6168418,25,0,0,0,24,255,188,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100185,6168430,54,1,0,0,14,20,21,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,21.0,13.0,69643d37207365713d31323334,,,,,,,,,,0,0
100186,6168432,5,0,0,1,0,0,21,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100187,6168947,25,0,0,0,25,255,192,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100188,6168968,54,1,0,0,22,14,181,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303639,,,,,,,,,,0,0
100189,6168970,5,0,0,1,0,0,181,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100190,6169039,54,1,0,0,14,22,22,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303639,,,,,,,,,,0,0
100191,6169042,5,0,0,1,0,0,22,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100192,6169055,54,1,0,0,14,22,22,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303639,,,,,,,,,,0,0
100193,6169057,5,0,0,1,0,0,22,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100194,6169213,25,0,0,0,26,255,231,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100195,6169223,54,1,0,0,21,14,181,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303435,,,,,,,,,,0,0
100196,6169225,5,0,0,1,0,0,181,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100197,6169258,54,1,0,0,14,21,23,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303435,,,,,,,,,,0,0
100198,6169284,55,1,0,0,23,14,182,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303639,,,,,,,,,,0,0
100199,6169287,5,0,0,1,0,0,182,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100200,6169316,54,1,0,0,14,21,23,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303435,,,,,,,,,,0,0
100201,6169360,55,1,0,0,14,23,24,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303639,,,,,,,,,,0,0
100202,6169362,5,0,0,1,0,0,24,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100203,6169368,54,1,0,0,14,21,23,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303435,,,,,,,,,,0,0
100204,6169372,54,1,0,0,14,21,23,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303435,,,,,,,,,,0,0
100205,6169375,5,0,0,1,0,0,23,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100206,6169776,53,1,0,0,16,14,41,43981.0,56417,1,0,0,1,1,3,3,1,16,14,6001.0,9001.0,20.0,12.0,69643d33207365713d363136,,,,,,,,,,0,0
100207,6169781,53,1,0,0,16,14,41,43981.0,56417,1,0,0,1,1,3,3,1,16,14,6001.0,9001.0,20.0,12.0,69643d33207365713d363136,,,,,,,,,,0,0
100208,6169783,5,0,0,1,0,0,41,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100209,6169829,53,1,0,0,14,16,25,43981.0,56417,1,0,0,1,1,3,3,1,14,16,9001.0,6001.0,20.0,12.0,69643d33207365713d363136,,,,,,,,,,0,0
100210,6169831,5,0,0,1,0,0,25,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100211,6170014,53,1,0,0,17,14,34,43981.0,56417,1,0,0,1,1,3,3,1,17,14,6001.0,9001.0,20.0,12.0,69643d34207365713d363135,,,,,,,,,,0,0
100212,6170016,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100213,6170063,53,1,0,0,14,17,26,43981.0,56417,1,0,0,1,1,3,3,1,14,17,9001.0,6001.0,20.0,12.0,69643d34207365713d363135,,,,,,,,,,0,0
100214,6170065,5,0,0,1,0,0,26,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100215,6170362,102,0,1,0,19,25,134,43981.0,56417,1,0,0,1,1,3,3,1,19,25,,,,,,155.0,1.0,307.0,240.0,30.0,16.0,247.0,0.0,,0,0
100216,6170366,5,0,0,1,0,0,134,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100217,6170418,25,0,0,0,24,255,189,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100218,6170816,55,1,0,0,23,14,183,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303730,,,,,,,,,,0,0
100219,6170818,5,0,0,1,0,0,183,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100220,6170847,55,1,0,0,23,14,183,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303730,,,,,,,,,,0,0
100221,6170849,5,0,0,1,0,0,183,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100222,6170863,55,1,0,0,23,14,183,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303730,,,,,,,,,,0,0
100223,6170883,55,1,0,0,14,23,27,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303730,,,,,,,,,,0,0
100224,6170885,5,0,0,1,0,0,27,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100225,6170956,55,1,0,0,23,14,183,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303730,,,,,,,,,,0,0
100226,6170958,5,0,0,1,0,0,183,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100227,6170963,25,0,0,0,25,255,193,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100228,6171194,54,1,0,0,22,14,182,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303730,,,,,,,,,,0,0
100229,6171196,5,0,0,1,0,0,182,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100230,6171218,54,1,0,0,22,14,182,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303730,,,,,,,,,,0,0
100231,6171220,5,0,0,1,0,0,182,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100232,6171229,54,1,0,0,19,14,135,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,21.0,13.0,69643d36207365713d31323330,,,,,,,,,,0,0
100233,6171231,5,0,0,1,0,0,135,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100234,6171261,54,1,0,0,14,19,29,43981.0,56417,1,0,0,1,1,3,3,1,14,19,9001.0,6001.0,21.0,13.0,69643d36207365713d31323330,,,,,,,,,,0,0
100235,6171263,5,0,0,1,0,0,29,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100236,6171269,54,1,0,0,14,22,28,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303730,,,,,,,,,,0,0
100237,6171286,54,1,0,0,19,14,135,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,21.0,13.0,69643d36207365713d31323330,,,,,,,,,,0,0
100238,6171288,5,0,0,1,0,0,135,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100239,6171305,54,1,0,0,14,22,28,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303730,,,,,,,,,,0,0
100240,6171321,54,1,0,0,14,22,28,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303730,,,,,,,,,,0,0
100241,6171323,5,0,0,1,0,0,28,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100242,6171330,25,0,0,0,26,255,232,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100243,6171910,54,1,0,0,21,14,182,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303436,,,,,,,,,,0,0
100244,6171912,5,0,0,1,0,0,182,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100245,6171969,54,1,0,0,14,21,30,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303436,,,,,,,,,,0,0
100246,6171971,5,0,0,1,0,0,30,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100247,6172035,53,1,0,0,15,14,34,43981.0,56417,1,0,0,1,1,3,3,1,15,14,6001.0,9001.0,20.0,12.0,69643d32207365713d363135,,,,,,,,,,0,0
100248,6172037,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100249,6172040,53,1,0,0,15,14,34,43981.0,56417,1,0,0,1,1,3,3,1,15,14,6001.0,9001.0,20.0,12.0,69643d32207365713d363135,,,,,,,,,,0,0
100250,6172043,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100251,6172079,53,1,0,0,14,15,31,43981.0,56417,1,0,0,1,1,3,3,1,14,15,9001.0,6001.0,20.0,12.0,69643d32207365713d363135,,,,,,,,,,0,0
100252,6172081,5,0,0,1,0,0,31,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100253,6172403,25,0,0,0,24,255,190,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100254,6172589,55,1,0,0,23,14,184,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303731,,,,,,,,,,0,0
100255,6172591,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100256,6172620,55,1,0,0,23,14,184,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303731,,,,,,,,,,0,0
100257,6172644,55,1,0,0,23,14,184,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303731,,,,,,,,,,0,0
100258,6172646,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100259,6172664,55,1,0,0,14,23,32,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303731,,,,,,,,,,0,0
100260,6172667,5,0,0,1,0,0,32,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100261,6172702,54,1,0,0,22,14,183,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303731,,,,,,,,,,0,0
100262,6172704,5,0,0,1,0,0,183,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100263,6172743,54,1,0,0,14,22,33,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303731,,,,,,,,,,0,0
100264,6172745,5,0,0,1,0,0,33,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100265,6172963,25,0,0,0,25,255,194,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100266,6173229,25,0,0,0,26,255,233,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100267,6173427,54,1,0,0,20,14,142,43981.0,56417,1,0,0,1,1,3,3,1,20,14,6001.0,9001.0,21.0,13.0,69643d37207365713d31323335,,,,,,,,,,0,0
100268,6173429,5,0,0,1,0,0,142,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100269,6173485,54,1,0,0,14,20,34,43981.0,56417,1,0,0,1,1,3,3,1,14,20,9001.0,6001.0,21.0,13.0,69643d37207365713d31323335,,,,,,,,,,0,0
100270,6173487,5,0,0,1,0,0,34,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100271,6173529,54,1,0,0,18,14,137,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,21.0,13.0,69643d35207365713d31323238,,,,,,,,,,0,0
100272,6173531,5,0,0,1,0,0,137,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100273,6173545,54,1,0,0,18,14,137,43981.0,56417,1,0,0,1,1,3,3,1,18,14,6001.0,9001.0,21.0,13.0,69643d35207365713d31323238,,,,,,,,,,0,0
100274,6173547,5,0,0,1,0,0,137,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100275,6173602,54,1,0,0,14,18,35,43981.0,56417,1,0,0,1,1,3,3,1,14,18,9001.0,6001.0,21.0,13.0,69643d35207365713d31323238,,,,,,,,,,0,0
100276,6173604,5,0,0,1,0,0,35,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100277,6173641,54,1,0,0,14,18,35,43981.0,56417,1,0,0,1,1,3,3,1,14,18,9001.0,6001.0,21.0,13.0,69643d35207365713d31323238,,,,,,,,,,0,0
100278,6173643,5,0,0,1,0,0,35,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100279,6174387,25,0,0,0,24,255,191,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100280,6174515,54,1,0,0,22,14,184,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303732,,,,,,,,,,0,0
100281,6174517,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100282,6174579,54,1,0,0,14,22,36,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303732,,,,,,,,,,0,0
100283,6174610,54,1,0,0,14,22,36,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303732,,,,,,,,,,0,0
100284,6174629,54,1,0,0,21,14,183,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303437,,,,,,,,,,0,0
100285,6174637,54,1,0,0,21,14,183,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303437,,,,,,,,,,0,0
100286,6174639,5,0,0,1,0,0,183,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100287,6174670,54,1,0,0,14,22,36,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303732,,,,,,,,,,0,0
100288,6174672,5,0,0,1,0,0,36,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100289,6174680,54,1,0,0,14,21,37,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303437,,,,,,,,,,0,0
100290,6174682,5,0,0,1,0,0,37,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100291,6174963,25,0,0,0,25,255,195,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100292,6175205,25,0,0,0,26,255,234,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100293,6175339,55,1,0,0,23,14,185,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100294,6175341,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100295,6175375,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100296,6175422,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100297,6175424,5,0,0,1,0,0,38,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100298,6175469,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100299,6175471,5,0,0,1,0,0,38,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100300,6175500,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100301,6175524,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100302,6175526,5,0,0,1,0,0,38,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100303,6175532,55,1,0,0,14,23,38,43981.0,56417,1,0,0,1,1,3,3,1,14,23,9001.0,6001.0,22.0,14.0,69643d3130207365713d33303732,,,,,,,,,,0,0
100304,6175534,5,0,0,1,0,0,38,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100305,6175761,54,1,0,0,19,14,136,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,21.0,13.0,69643d36207365713d31323331,,,,,,,,,,0,0
100306,6175763,5,0,0,1,0,0,136,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100307,6175768,54,1,0,0,19,14,136,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,21.0,13.0,69643d36207365713d31323331,,,,,,,,,,0,0
100308,6175773,54,1,0,0,19,14,136,43981.0,56417,1,0,0,1,1,3,3,1,19,14,6001.0,9001.0,21.0,13.0,69643d36207365713d31323331,,,,,,,,,,0,0
100309,6175775,5,0,0,1,0,0,136,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100310,6175821,54,1,0,0,14,19,39,43981.0,56417,1,0,0,1,1,3,3,1,14,19,9001.0,6001.0,21.0,13.0,69643d36207365713d31323331,,,,,,,,,,0,0
100311,6175823,5,0,0,1,0,0,39,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100312,6175852,54,1,0,0,14,19,39,43981.0,56417,1,0,0,1,1,3,3,1,14,19,9001.0,6001.0,21.0,13.0,69643d36207365713d31323331,,,,,,,,,,0,0
100313,6175854,5,0,0,1,0,0,39,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100314,6176293,54,1,0,0,21,14,184,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303438,,,,,,,,,,0,0
100315,6176295,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100316,6176324,54,1,0,0,21,14,184,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303438,,,,,,,,,,0,0
100317,6176326,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100318,6176330,54,1,0,0,14,21,40,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303438,,,,,,,,,,0,0
100319,6176332,5,0,0,1,0,0,40,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100320,6176355,54,1,0,0,21,14,184,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303438,,,,,,,,,,0,0
100321,6176358,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100322,6176371,54,1,0,0,21,14,184,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303438,,,,,,,,,,0,0
100323,6176373,5,0,0,1,0,0,184,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100324,6176387,25,0,0,0,24,255,192,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100325,6176503,102,0,1,0,26,16,235,43981.0,56433,1,0,1,1,1,3,3,1,26,16,,,,,,155.0,1.0,258.0,240.0,30.0,16.0,248.0,0.0,,0,0
100326,6176507,5,0,0,1,0,0,235,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100327,6176955,25,0,0,0,25,255,196,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100328,6177190,25,0,0,0,26,255,236,43981.0,55377,1,0,1,0,1,2,3,1,0,0,,,,,,,,,,,,,,,0,2
100329,6177476,54,1,0,0,22,14,185,43981.0,56417,1,0,0,1,1,3,3,1,22,14,6001.0,9001.0,21.0,13.0,69643d39207365713d33303733,,,,,,,,,,0,0
100330,6177478,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100331,6177539,54,1,0,0,14,22,41,43981.0,56417,1,0,0,1,1,3,3,1,14,22,9001.0,6001.0,21.0,13.0,69643d39207365713d33303733,,,,,,,,,,0,0
100332,6177542,5,0,0,1,0,0,41,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100333,6177559,54,1,0,0,21,14,185,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100334,6177561,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100335,6177566,54,1,0,0,21,14,185,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100336,6177574,54,1,0,0,21,14,185,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100337,6177576,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100338,6177594,54,1,0,0,14,21,42,43981.0,56417,1,0,0,1,1,3,3,1,14,21,9001.0,6001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100339,6177596,5,0,0,1,0,0,42,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100340,6177652,54,1,0,0,21,14,185,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100341,6177654,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100342,6177658,54,1,0,0,21,14,185,43981.0,56417,1,0,0,1,1,3,3,1,21,14,6001.0,9001.0,21.0,13.0,69643d38207365713d33303439,,,,,,,,,,0,0
100343,6177660,5,0,0,1,0,0,185,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
100344,6177864,55,1,0,0,23,14,186,43981.0,56417,1,0,0,1,1,3,3,1,23,14,6001.0,9001.0,22.0,14.0,69643d3130207365713d33303733,,,,,,,,,,0,0
100345,6177866,5,0,0,1,0,0,186,,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0
